,prev_file,filename,cell_type,xmin,xmax,ymin,ymax
3494,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,RBC,106,209,388,480
1278,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00054.jpg,91.jpg,RBC,451,560,19,108
4711,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,566,640,152,265
3499,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,192,292,376,473
2490,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00125.jpg,179.jpg,Platelets,50,69,77,100
354,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00091.jpg,27.jpg,RBC,294,403,305,403
123,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00056.jpg,10.jpg,RBC,430,539,111,205
4308,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00024.jpg,322.jpg,RBC,314,419,357,477
1231,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00083.jpg,88.jpg,Platelets,165,201,431,467
3413,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00033.jpg,253.jpg,RBC,575,640,331,434
3983,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00022.jpg,297.jpg,Platelets,99,138,329,360
1206,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00285.jpg,85.jpg,RBC,424,545,314,416
4741,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00117.jpg,353.jpg,RBC,507,609,63,180
720,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00070.jpg,52.jpg,RBC,299,414,175,281
3323,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00016.jpg,247.jpg,RBC,121,242,323,440
3619,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00382.jpg,267.jpg,RBC,559,640,330,439
2803,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00257.jpg,203.jpg,RBC,429,530,78,179
2743,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00324.jpg,198.jpg,RBC,11,103,324,422
3754,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00337.jpg,278.jpg,RBC,353,474,309,416
1040,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00362.jpg,74.jpg,RBC,120,216,244,347
3064,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00082.jpg,225.jpg,RBC,1,133,204,314
236,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00288.jpg,19.jpg,RBC,552,640,251,352
4620,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00001.jpg,343.jpg,RBC,1,98,38,164
553,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,245,358,129,233
162,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00127.jpg,13.jpg,RBC,452,556,1,95
1459,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,RBC,555,640,31,129
1090,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00158.jpg,77.jpg,RBC,237,325,344,436
335,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00410.jpg,26.jpg,RBC,106,226,315,428
2997,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00162.jpg,218.jpg,RBC,186,284,63,164
1261,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00039.jpg,90.jpg,RBC,47,140,165,259
4384,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00163.jpg,327.jpg,RBC,405,506,78,174
3274,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00232.jpg,242.jpg,RBC,212,326,149,259
1289,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00054.jpg,91.jpg,RBC,557,640,125,214
2106,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00108.jpg,152.jpg,RBC,438,540,261,375
1844,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00135.jpg,132.jpg,RBC,20,105,243,328
110,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00372.jpg,9.jpg,RBC,134,249,247,359
1355,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00247.jpg,96.jpg,RBC,228,318,1,82
1114,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00355.jpg,78.jpg,Platelets,419,456,119,155
1589,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,258,352,79,171
1703,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,RBC,2,113,171,287
2475,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00107.jpg,178.jpg,Platelets,347,391,206,243
940,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00095.jpg,65.jpg,RBC,363,459,354,480
1656,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,Platelets,162,198,91,126
4756,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00141.jpg,354.jpg,RBC,501,618,278,406
305,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00000.jpg,24.jpg,RBC,155,247,74,174
4524,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00049.jpg,336.jpg,RBC,246,377,1,115
2029,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00044.jpg,147.jpg,Platelets,114,150,126,157
1824,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,232,334,150,240
2205,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,198,278,117,223
1573,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,183,283,27,120
1112,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00355.jpg,78.jpg,Platelets,140,183,210,251
3182,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00205.jpg,235.jpg,RBC,348,450,229,337
2235,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00055.jpg,162.jpg,RBC,77,186,1,85
1640,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00036.jpg,117.jpg,WBC,107,287,242,423
1456,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00273.jpg,103.jpg,RBC,425,531,170,266
145,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,RBC,532,640,108,213
1550,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00272.jpg,109.jpg,RBC,98,194,125,248
4234,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00327.jpg,316.jpg,Platelets,106,146,109,139
3654,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00087.jpg,270.jpg,RBC,373,479,386,480
2501,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00007.jpg,180.jpg,RBC,534,640,371,473
4099,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00195.jpg,306.jpg,RBC,417,510,154,263
622,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00366.jpg,45.jpg,RBC,388,493,18,110
4844,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00405.jpg,360.jpg,RBC,307,378,336,455
1879,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00207.jpg,134.jpg,Platelets,512,550,79,119
1772,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00345.jpg,126.jpg,RBC,40,148,166,281
4852,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00326.jpg,361.jpg,RBC,88,190,57,158
1910,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00050.jpg,137.jpg,RBC,484,593,80,186
4336,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,1,75,310,412
2465,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00107.jpg,178.jpg,RBC,263,347,150,231
2526,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,RBC,276,385,1,103
2955,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00320.jpg,214.jpg,RBC,532,629,147,253
904,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,483,573,109,197
1884,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00359.jpg,135.jpg,RBC,335,444,369,475
3389,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,RBC,138,262,54,177
4632,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00190.jpg,344.jpg,RBC,322,433,331,438
1666,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00241.jpg,118.jpg,WBC,249,446,25,205
2054,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00300.jpg,149.jpg,RBC,379,486,136,246
570,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00046.jpg,42.jpg,RBC,214,328,284,383
4391,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00212.jpg,328.jpg,RBC,226,338,141,240
353,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00091.jpg,27.jpg,RBC,325,434,254,352
2422,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,1,102,248,347
4295,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,243,346,146,234
3201,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00201.jpg,237.jpg,RBC,302,406,9,100
4191,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00021.jpg,313.jpg,RBC,5,125,262,376
78,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00159.jpg,6.jpg,RBC,274,384,382,480
3021,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,WBC,123,361,1,196
3495,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,Platelets,146,200,325,368
460,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00174.jpg,35.jpg,RBC,1,91,1,75
3920,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00278.jpg,290.jpg,Platelets,79,115,48,90
1319,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00073.jpg,94.jpg,RBC,295,387,189,285
3884,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00034.jpg,288.jpg,RBC,358,443,84,195
1946,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00165.jpg,140.jpg,WBC,170,411,57,290
2651,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00048.jpg,191.jpg,RBC,64,162,1,60
3480,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00342.jpg,258.jpg,RBC,74,192,324,422
2842,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00319.jpg,206.jpg,RBC,555,640,39,132
3746,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,RBC,416,500,249,362
3465,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00078.jpg,257.jpg,RBC,332,437,1,87
3018,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00309.jpg,219.jpg,RBC,1,96,179,278
3636,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00161.jpg,268.jpg,WBC,191,396,25,221
2539,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00221.jpg,183.jpg,RBC,516,632,213,319
1616,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00191.jpg,114.jpg,RBC,303,424,264,382
1027,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00075.jpg,72.jpg,RBC,457,545,246,349
4732,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00192.jpg,352.jpg,RBC,484,603,2,114
3433,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00139.jpg,254.jpg,Platelets,115,157,1,34
2207,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,291,383,270,377
2369,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00094.jpg,171.jpg,RBC,457,577,420,480
1594,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,Platelets,85,122,153,196
1568,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,469,562,1,89
392,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,RBC,254,356,268,378
4263,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00282.jpg,320.jpg,RBC,322,460,250,357
845,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00237.jpg,60.jpg,RBC,515,620,177,293
3755,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00337.jpg,278.jpg,RBC,483,577,96,186
1253,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00353.jpg,89.jpg,RBC,189,303,211,301
38,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00234.jpg,3.jpg,RBC,146,243,350,447
369,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,RBC,1,82,157,264
982,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00369.jpg,69.jpg,RBC,401,520,378,470
4791,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00233.jpg,357.jpg,RBC,1,89,164,257
3521,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00392.jpg,261.jpg,RBC,286,395,365,477
4060,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00356.jpg,302.jpg,RBC,419,512,413,480
611,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00366.jpg,45.jpg,RBC,329,440,262,363
3479,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00342.jpg,258.jpg,RBC,425,526,220,328
208,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00180.jpg,17.jpg,RBC,42,158,391,480
1988,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00065.jpg,144.jpg,WBC,404,538,107,224
2446,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00338.jpg,176.jpg,WBC,244,509,327,480
1933,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00225.jpg,139.jpg,RBC,487,615,386,472
166,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00127.jpg,13.jpg,WBC,172,349,126,312
2463,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00107.jpg,178.jpg,RBC,298,416,22,130
193,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00176.jpg,16.jpg,RBC,377,478,234,341
1081,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,RBC,139,226,191,296
1141,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00197.jpg,80.jpg,RBC,314,419,1,86
4848,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00326.jpg,361.jpg,RBC,421,545,267,367
4603,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00407.jpg,342.jpg,Platelets,112,164,25,64
418,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00295.jpg,32.jpg,RBC,233,328,15,107
1620,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00191.jpg,114.jpg,RBC,173,292,171,285
2353,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00094.jpg,171.jpg,RBC,4,119,354,452
3649,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00349.jpg,269.jpg,RBC,1,92,241,346
1327,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00073.jpg,94.jpg,WBC,211,353,49,177
1216,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00266.jpg,86.jpg,RBC,303,389,87,178
2618,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00344.jpg,188.jpg,RBC,318,441,117,213
3204,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00201.jpg,237.jpg,RBC,1,89,358,472
4883,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00318.jpg,363.jpg,RBC,96,209,23,136
2242,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00408.jpg,163.jpg,RBC,118,232,120,219
4163,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00204.jpg,310.jpg,Platelets,1,29,250,282
3553,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00032.jpg,262.jpg,RBC,1,89,366,480
2432,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00291.jpg,175.jpg,WBC,185,441,213,436
3429,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00139.jpg,254.jpg,RBC,478,592,228,335
1972,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,RBC,549,633,81,190
3107,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00347.jpg,229.jpg,RBC,176,277,296,400
2984,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00137.jpg,216.jpg,RBC,264,351,248,352
4373,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00043.jpg,326.jpg,RBC,86,213,223,321
4527,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00049.jpg,336.jpg,RBC,1,68,241,351
3674,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00002.jpg,272.jpg,RBC,101,224,120,222
475,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00017.jpg,36.jpg,RBC,221,340,390,464
2727,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00210.jpg,197.jpg,RBC,414,536,260,345
70,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00299.jpg,5.jpg,RBC,9,115,359,449
694,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00178.jpg,50.jpg,RBC,3,99,391,480
2798,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00257.jpg,203.jpg,RBC,426,542,353,456
4274,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00282.jpg,320.jpg,RBC,423,526,311,423
1400,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00112.jpg,99.jpg,RBC,448,550,128,235
2862,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,515,607,41,123
2835,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00319.jpg,206.jpg,RBC,414,532,245,340
662,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00040.jpg,48.jpg,RBC,464,575,312,426
2978,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00010.jpg,215.jpg,RBC,566,640,76,160
3852,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00203.jpg,285.jpg,RBC,12,120,206,306
4143,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00111.jpg,308.jpg,WBC,142,258,378,480
2104,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00108.jpg,152.jpg,RBC,401,512,170,279
915,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,241,331,259,347
4528,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00049.jpg,336.jpg,RBC,41,139,1,108
3856,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00203.jpg,285.jpg,WBC,170,386,262,453
1074,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00005.jpg,76.jpg,RBC,420,524,352,480
1707,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00026.jpg,122.jpg,RBC,253,350,151,245
4138,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00111.jpg,308.jpg,RBC,21,134,310,408
851,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00237.jpg,60.jpg,RBC,301,418,314,417
3558,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00057.jpg,263.jpg,RBC,5,110,319,427
161,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00127.jpg,13.jpg,RBC,9,109,249,357
3815,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00302.jpg,283.jpg,RBC,106,236,19,136
1593,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00011.jpg,111.jpg,RBC,104,212,1,117
4309,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00024.jpg,322.jpg,RBC,25,142,309,428
240,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00314.jpg,20.jpg,RBC,471,571,210,307
1945,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00165.jpg,140.jpg,RBC,230,331,1,72
4761,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00141.jpg,354.jpg,RBC,113,231,153,271
723,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00070.jpg,52.jpg,RBC,47,155,263,386
311,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00000.jpg,24.jpg,RBC,260,374,1,83
218,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00148.jpg,18.jpg,WBC,255,406,187,321
134,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00056.jpg,10.jpg,WBC,274,410,236,355
2470,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00107.jpg,178.jpg,RBC,527,610,124,212
3101,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00177.jpg,228.jpg,RBC,553,640,1,85
173,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00388.jpg,14.jpg,RBC,52,150,278,395
900,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00018.jpg,63.jpg,RBC,304,394,162,250
584,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00259.jpg,43.jpg,Platelets,507,547,340,377
3348,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00183.jpg,249.jpg,RBC,415,550,219,359
2108,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00108.jpg,152.jpg,RBC,62,164,217,331
2627,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00133.jpg,189.jpg,RBC,336,443,158,256
3982,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00022.jpg,297.jpg,WBC,108,281,194,372
1895,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00359.jpg,135.jpg,WBC,1,219,201,422
2268,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00215.jpg,165.jpg,RBC,407,519,57,158
3444,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00012.jpg,256.jpg,RBC,349,475,146,240
2909,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00136.jpg,210.jpg,RBC,439,550,279,372
2414,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,126,225,31,107
2006,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00196.jpg,146.jpg,RBC,233,347,124,233
1282,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00054.jpg,91.jpg,RBC,288,399,138,232
3225,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00098.jpg,239.jpg,RBC,371,481,278,380
3956,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00271.jpg,293.jpg,RBC,355,455,355,459
2542,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00221.jpg,183.jpg,RBC,362,484,336,444
4080,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00330.jpg,304.jpg,WBC,279,499,365,480
2098,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,RBC,474,571,1,77
69,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00299.jpg,5.jpg,RBC,402,514,212,308
288,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00126.jpg,23.jpg,RBC,52,140,16,112
3953,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00271.jpg,293.jpg,RBC,503,618,181,295
3258,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,RBC,118,221,1,93
1663,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00241.jpg,118.jpg,RBC,490,624,91,235
3850,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00203.jpg,285.jpg,RBC,292,403,43,114
3117,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00347.jpg,229.jpg,RBC,327,428,1,92
1611,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00235.jpg,113.jpg,RBC,147,251,207,326
4872,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00106.jpg,362.jpg,RBC,210,301,321,411
783,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00367.jpg,56.jpg,RBC,203,321,1,89
627,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00287.jpg,46.jpg,RBC,305,396,370,472
3278,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00149.jpg,243.jpg,RBC,328,430,181,281
2571,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00364.jpg,185.jpg,RBC,336,457,408,480
4386,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00163.jpg,327.jpg,RBC,64,161,89,210
3449,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00012.jpg,256.jpg,RBC,168,264,304,402
4455,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00077.jpg,332.jpg,RBC,416,527,316,441
2757,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00400.jpg,199.jpg,RBC,35,131,1,115
2859,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,Platelets,140,174,117,156
4540,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00072.jpg,338.jpg,RBC,204,354,56,155
2929,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00304.jpg,211.jpg,RBC,431,538,1,96
2065,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00300.jpg,149.jpg,RBC,487,594,1,105
3943,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00184.jpg,292.jpg,RBC,119,231,164,265
702,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00317.jpg,51.jpg,RBC,359,478,196,317
4330,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00029.jpg,323.jpg,RBC,421,526,8,107
1177,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00090.jpg,82.jpg,RBC,378,482,1,72
324,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,RBC,333,436,199,301
2238,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00055.jpg,162.jpg,Platelets,601,634,105,146
219,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00148.jpg,18.jpg,Platelets,507,566,265,334
3006,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00162.jpg,218.jpg,RBC,351,452,160,279
4667,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00283.jpg,347.jpg,RBC,282,386,150,243
1121,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00409.jpg,79.jpg,RBC,378,504,258,368
917,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00144.jpg,64.jpg,RBC,116,242,66,195
3154,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00164.jpg,232.jpg,WBC,124,335,300,480
1976,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,RBC,254,368,28,129
1039,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00362.jpg,74.jpg,RBC,212,320,274,379
761,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00014.jpg,54.jpg,Platelets,362,405,389,428
1951,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00058.jpg,141.jpg,RBC,464,577,76,175
1497,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00041.jpg,105.jpg,RBC,1,98,373,460
3403,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00033.jpg,253.jpg,WBC,129,280,109,251
