 filename cell_type xmin xmax ymin ymax
1440 102.jpg RBC 234 287 202 336
1441 102.jpg RBC 242 342 269 375
1442 102.jpg RBC 45 150 349 457
1443 102.jpg RBC 313 462 122 214
1444 102.jpg RBC 508 613 136 257
1445 102.jpg RBC 193 320 405 480
1446 102.jpg RBC 147 233 318 432
1447 102.jpg RBC 119 235 13 118
1448 102.jpg WBC 294 632 181 432
1449 103.jpg RBC 227 329 265 359
1450 103.jpg RBC 48 159 211 306
1451 103.jpg RBC 136 271 167 282
1452 103.jpg RBC 388 500 275 386
1453 103.jpg RBC 491 606 286 387
1454 103.jpg RBC 342 448 92 188
1455 103.jpg RBC 427 533 78 174
1456 103.jpg RBC 425 531 170 266
1457 103.jpg RBC 123 229 78 174
1458 103.jpg RBC 30 138 61 166
1459 103.jpg RBC 555 640 31 129
1460 103.jpg RBC 247 346 386 475
1461 103.jpg WBC 193 408 1 123
1462 103.jpg Platelets 15 49 53 92
1463 103.jpg Platelets 487 526 406 439
1464 104.jpg RBC 385 502 66 191
1465 104.jpg RBC 261 367 73 157
1466 104.jpg RBC 483 587 156 303
1467 104.jpg RBC 380 480 269 372
1468 104.jpg RBC 80 192 1 81
1469 104.jpg RBC 447 522 410 480
1470 104.jpg RBC 203 334 350 456
1471 104.jpg RBC 318 406 338 433
1472 104.jpg RBC 1 100 142 253
1473 104.jpg RBC 506 606 21 132
1474 104.jpg RBC 566 640 392 480
1475 104.jpg WBC 188 387 165 340
1476 104.jpg RBC 100 206 198 282
1477 104.jpg RBC 139 265 304 413
1478 105.jpg WBC 261 424 219 381
1479 105.jpg RBC 228 374 13 121
1480 105.jpg RBC 321 437 117 236
1481 105.jpg RBC 478 594 83 202
1482 105.jpg RBC 435 551 147 266
1483 105.jpg RBC 414 530 220 339
1484 105.jpg RBC 480 579 250 352
1485 105.jpg RBC 478 577 304 406
1486 105.jpg RBC 455 554 353 455
1487 105.jpg RBC 531 630 310 412
1488 105.jpg RBC 1 80 12 128
1489 105.jpg RBC 76 198 1 109
1490 105.jpg RBC 427 562 1 114
1491 105.jpg Platelets 396 440 2 60
1492 105.jpg Platelets 210 252 419 453
1493 105.jpg RBC 196 294 111 220
1494 105.jpg RBC 25 123 151 260
1495 105.jpg RBC 43 132 410 480
1496 105.jpg RBC 124 213 410 480
1497 105.jpg RBC 1 98 373 460
1498 106.jpg RBC 214 333 81 183
1499 106.jpg RBC 332 423 56 151
1500 106.jpg RBC 346 437 157 252
1501 106.jpg RBC 415 506 241 336
1502 106.jpg RBC 175 255 121 201
1503 106.jpg RBC 448 547 392 480
1504 106.jpg RBC 257 372 388 480
1505 106.jpg RBC 6 121 388 480
1506 106.jpg RBC 494 609 51 150
1507 106.jpg RBC 375 508 1 80
1508 106.jpg RBC 549 640 340 442
1509 106.jpg RBC 571 640 201 333
1510 106.jpg RBC 39 153 84 207
1511 106.jpg RBC 22 136 278 401
1512 106.jpg WBC 113 241 232 366
1513 106.jpg Platelets 294 338 194 234
1514 106.jpg Platelets 241 285 258 298
1515 106.jpg RBC 481 546 236 321
1516 107.jpg RBC 98 197 203 294
1517 107.jpg RBC 172 271 184 275
1518 107.jpg RBC 485 584 296 395
1519 107.jpg RBC 534 633 138 237
1520 107.jpg RBC 447 563 381 478
1521 107.jpg RBC 316 432 98 195
1522 107.jpg RBC 567 640 337 463
1523 107.jpg WBC 78 323 275 480
1524 107.jpg Platelets 326 367 186 217
1525 107.jpg Platelets 339 374 213 253
1526 107.jpg Platelets 370 406 212 247
1527 107.jpg Platelets 269 309 294 328
1528 108.jpg RBC 474 596 110 231
1529 108.jpg RBC 429 537 259 382
1530 108.jpg RBC 121 214 141 245
1531 108.jpg RBC 295 388 25 129
1532 108.jpg RBC 471 572 1 102
1533 108.jpg RBC 1 101 285 387
1534 108.jpg RBC 163 264 236 338
1535 108.jpg RBC 101 214 313 411
1536 108.jpg RBC 213 326 321 419
1537 108.jpg RBC 543 640 286 386
1538 108.jpg RBC 398 495 59 159
1539 108.jpg RBC 106 198 387 461
1540 108.jpg RBC 2 129 20 120
1541 108.jpg RBC 213 283 98 231
1542 108.jpg RBC 347 449 357 460
1543 108.jpg RBC 16 118 174 277
1544 108.jpg RBC 539 640 402 480
1545 108.jpg Platelets 437 492 426 479
1546 108.jpg Platelets 302 337 400 423
1547 108.jpg WBC 235 477 138 355
1548 109.jpg RBC 37 137 402 480
1549 109.jpg RBC 35 141 46 147
1550 109.jpg RBC 98 194 125 248
1551 109.jpg RBC 184 259 184 308
1552 109.jpg RBC 191 297 66 167
1553 109.jpg RBC 284 408 83 182
1554 109.jpg RBC 265 390 1 93
1555 109.jpg RBC 261 398 191 315
1556 109.jpg RBC 449 546 67 161
1557 109.jpg RBC 515 612 259 353
1558 109.jpg RBC 251 356 379 477
1559 109.jpg RBC 388 494 347 454
1560 109.jpg RBC 543 634 92 180
1561 109.jpg WBC 1 122 217 408
1562 110.jpg RBC 369 470 40 152
1563 110.jpg RBC 473 574 156 268
1564 110.jpg RBC 446 569 278 386
1565 110.jpg RBC 534 640 364 462
1566 110.jpg RBC 405 511 371 480
1567 110.jpg RBC 559 640 97 204
1568 110.jpg RBC 469 562 1 89
1569 110.jpg RBC 277 352 343 453
1570 110.jpg RBC 209 329 352 443
1571 110.jpg RBC 96 201 345 455
1572 110.jpg RBC 374 465 143 225
1573 110.jpg RBC 183 283 27 120
1574 110.jpg RBC 41 141 201 294
1575 110.jpg RBC 106 203 10 119
1576 110.jpg RBC 26 139 94 209
1577 110.jpg WBC 117 361 138 377
1578 111.jpg WBC 109 304 119 332
1579 111.jpg RBC 364 453 201 279
1580 111.jpg RBC 416 505 167 245
1581 111.jpg RBC 459 548 111 189
1582 111.jpg RBC 462 551 142 240
1583 111.jpg RBC 505 576 163 240
1584 111.jpg RBC 476 583 235 332
1585 111.jpg RBC 14 117 296 409
1586 111.jpg RBC 220 313 8 112
1587 111.jpg RBC 342 435 48 152
1588 111.jpg RBC 317 434 74 180
1589 111.jpg RBC 258 352 79 171
1590 111.jpg RBC 404 498 291 394
1591 111.jpg RBC 199 293 337 440
1592 111.jpg RBC 85 211 372 477
1593 111.jpg RBC 104 212 1 117
1594 111.jpg Platelets 85 122 153 196
1595 111.jpg RBC 262 354 419 480
1596 111.jpg RBC 1 94 77 180
1597 112.jpg RBC 405 525 191 282
1598 112.jpg RBC 282 402 269 360
1599 112.jpg RBC 116 236 366 457
1600 112.jpg RBC 27 147 281 372
1601 112.jpg RBC 47 167 95 186
1602 112.jpg RBC 160 256 36 122
1603 112.jpg RBC 409 521 49 141
1604 112.jpg RBC 228 340 312 420
1605 112.jpg RBC 109 221 178 286
1606 112.jpg RBC 293 392 55 160
1607 112.jpg RBC 49 145 1 82
1608 112.jpg RBC 512 619 416 480
1609 112.jpg WBC 209 328 173 298
1610 113.jpg RBC 1 89 166 283
1611 113.jpg RBC 147 251 207 326
1612 113.jpg RBC 480 604 343 468
1613 113.jpg WBC 232 469 102 336
1614 114.jpg RBC 353 462 1 101
1615 114.jpg RBC 296 402 98 235
1616 114.jpg RBC 303 424 264 382
1617 114.jpg RBC 49 171 62 195
1618 114.jpg RBC 205 299 21 117
1619 114.jpg RBC 562 640 1 86
1620 114.jpg RBC 173 292 171 285
1621 114.jpg RBC 540 640 269 360
1622 114.jpg RBC 514 633 342 439
1623 114.jpg RBC 304 383 384 480
1624 114.jpg RBC 574 640 158 278
1625 114.jpg RBC 1 69 337 455
1626 114.jpg RBC 1 70 132 224
1627 114.jpg RBC 256 350 11 107
1628 114.jpg WBC 423 572 76 213
1629 115.jpg RBC 91 194 3 109
1630 115.jpg RBC 92 188 150 259
1631 115.jpg RBC 469 581 54 150
1632 115.jpg RBC 377 489 316 412
1633 115.jpg RBC 98 185 367 455
1634 115.jpg RBC 16 103 34 122
1635 115.jpg RBC 289 376 311 399
1636 115.jpg RBC 522 627 407 478
1637 115.jpg WBC 435 577 194 329
1638 115.jpg Platelets 464 507 136 174
1639 116.jpg WBC 124 328 1 172
1640 117.jpg WBC 107 287 242 423
1641 117.jpg RBC 207 319 106 209
1642 117.jpg RBC 166 278 130 233
1643 117.jpg RBC 405 499 171 274
1644 117.jpg RBC 487 599 106 209
1645 117.jpg RBC 545 640 315 428
1646 117.jpg RBC 260 355 370 480
1647 117.jpg RBC 1 88 266 360
1648 117.jpg RBC 1 99 138 242
1649 117.jpg RBC 60 160 87 191
1650 117.jpg RBC 301 429 21 135
1651 117.jpg RBC 397 494 60 168
1652 117.jpg RBC 543 639 242 350
1653 117.jpg RBC 391 453 168 270
1654 117.jpg RBC 421 518 1 80
1655 117.jpg RBC 480 577 1 80
1656 117.jpg Platelets 162 198 91 126
1657 117.jpg RBC 468 562 264 367
1658 117.jpg RBC 107 210 1 86
1659 117.jpg RBC 70 205 389 477
1660 118.jpg RBC 396 492 113 207
1661 118.jpg RBC 183 277 119 285
1662 118.jpg RBC 377 482 204 315
1663 118.jpg RBC 490 624 91 235
1664 118.jpg RBC 527 640 1 97
1665 118.jpg RBC 92 202 264 370
1666 118.jpg WBC 249 446 25 205
1667 119.jpg RBC 153 243 309 394
1668 119.jpg RBC 131 224 401 480
1669 119.jpg RBC 377 484 176 285
1670 119.jpg RBC 486 575 274 362
1671 119.jpg RBC 434 516 1 74
1672 119.jpg RBC 481 592 55 154
1673 119.jpg RBC 90 184 118 206
1674 119.jpg RBC 274 374 137 230
1675 119.jpg RBC 515 615 1 50
1676 119.jpg RBC 561 640 132 231
1677 119.jpg RBC 589 640 304 388
1678 119.jpg RBC 527 638 392 480
1679 119.jpg RBC 271 398 18 114
1680 119.jpg WBC 234 369 332 480
1681 119.jpg Platelets 282 324 296 339
1682 120.jpg WBC 22 330 120 360
1683 120.jpg RBC 353 445 343 444
1684 120.jpg RBC 523 640 257 379
1685 120.jpg RBC 539 640 364 457
1686 120.jpg RBC 339 475 170 278
1687 120.jpg RBC 66 173 1 111
1688 121.jpg RBC 335 466 54 163
1689 121.jpg RBC 403 517 170 274
1690 121.jpg RBC 485 598 201 284
1691 121.jpg RBC 348 441 372 480
1692 121.jpg RBC 18 111 276 384
1693 121.jpg RBC 101 206 12 117
1694 121.jpg Platelets 1 27 113 149
1695 121.jpg WBC 211 389 172 324
1696 121.jpg Platelets 569 606 422 455
1697 122.jpg WBC 387 564 1 102
1698 122.jpg RBC 178 287 2 113
1699 122.jpg RBC 114 223 154 265
1700 122.jpg RBC 102 211 60 171
1701 122.jpg RBC 42 151 70 181
1702 122.jpg RBC 1 94 112 227
1703 122.jpg RBC 2 113 171 287
1704 122.jpg RBC 424 535 270 386
1705 122.jpg RBC 173 282 362 460
1706 122.jpg RBC 86 195 358 456
1707 122.jpg RBC 253 350 151 245
1708 122.jpg RBC 497 608 196 294
1709 122.jpg RBC 317 426 351 471
1710 122.jpg RBC 202 329 280 394
1711 122.jpg RBC 295 422 202 316
1712 122.jpg RBC 436 574 94 210
1713 122.jpg RBC 294 407 78 194
1714 122.jpg Platelets 146 186 269 304
1715 122.jpg Platelets 282 322 425 460
1716 123.jpg WBC 127 344 40 226
1717 123.jpg RBC 317 424 93 195
1718 123.jpg RBC 379 471 146 234
1719 123.jpg RBC 504 614 210 302
1720 123.jpg RBC 417 553 248 369
1721 123.jpg RBC 514 615 13 136
1722 123.jpg RBC 417 520 1 88
1723 123.jpg RBC 1 79 126 240
1724 123.jpg RBC 47 158 202 317
1725 123.jpg RBC 314 424 284 377
1726 123.jpg RBC 365 484 350 451
1727 123.jpg RBC 1 86 347 434
1728 123.jpg RBC 49 183 396 480
1729 123.jpg RBC 514 595 385 477
1730 123.jpg RBC 56 151 66 211
1731 123.jpg RBC 213 333 253 368
1732 123.jpg Platelets 335 370 268 299
1733 124.jpg RBC 11 111 43 146
1734 124.jpg RBC 1 107 166 293
1735 124.jpg RBC 93 189 327 425
1736 124.jpg RBC 108 224 176 286
1737 124.jpg RBC 221 337 41 151
1738 124.jpg RBC 348 440 377 480
1739 124.jpg RBC 171 271 377 480
1740 124.jpg RBC 329 447 147 250
1741 124.jpg RBC 459 538 29 123
1742 124.jpg RBC 508 614 148 251
1743 124.jpg RBC 546 638 41 133
1744 124.jpg RBC 337 454 250 368
1745 124.jpg RBC 262 362 135 232
1746 124.jpg Platelets 296 341 243 291
1747 124.jpg WBC 454 640 268 457
1748 125.jpg RBC 397 512 1 117
1749 125.jpg RBC 136 251 270 386
1750 125.jpg RBC 242 357 270 386
1751 125.jpg RBC 335 469 335 452
1752 125.jpg RBC 465 559 290 403
1753 125.jpg RBC 38 150 78 175
1754 125.jpg RBC 293 385 1 68
1755 125.jpg RBC 397 512 120 236
1756 125.jpg RBC 1 73 161 275
1757 125.jpg Platelets 43 111 411 472
1758 125.jpg Platelets 200 239 408 449
1759 125.jpg Platelets 79 125 174 228
1760 125.jpg Platelets 609 640 121 169
1761 125.jpg WBC 140 340 27 230
1762 126.jpg RBC 203 335 266 392
1763 126.jpg RBC 477 561 253 339
1764 126.jpg RBC 375 481 290 380
1765 126.jpg RBC 392 488 152 232
1766 126.jpg RBC 277 387 178 266
1767 126.jpg RBC 183 275 76 169
1768 126.jpg RBC 64 172 48 159
1769 126.jpg RBC 286 404 19 121
1770 126.jpg RBC 452 565 51 159
1771 126.jpg RBC 78 178 279 371
1772 126.jpg RBC 40 148 166 281
1773 126.jpg RBC 305 414 367 474
1774 126.jpg WBC 402 639 321 480
1775 127.jpg RBC 229 342 238 330
1776 127.jpg RBC 152 268 146 257
1777 127.jpg RBC 150 266 144 255
1778 127.jpg RBC 70 179 197 300
1779 127.jpg RBC 7 103 1 82
1780 127.jpg RBC 469 573 28 121
1781 127.jpg RBC 494 596 137 237
1782 127.jpg RBC 27 111 305 395
1783 127.jpg RBC 45 129 105 195
1784 127.jpg RBC 32 116 191 281
1785 127.jpg RBC 339 405 262 367
1786 127.jpg RBC 368 460 59 146
1787 127.jpg RBC 415 516 140 226
1788 127.jpg RBC 344 445 412 479
1789 127.jpg RBC 144 234 250 348
1790 127.jpg WBC 398 590 228 431
1791 127.jpg Platelets 306 347 383 421
1792 128.jpg RBC 97 219 59 157
1793 128.jpg RBC 213 319 38 140
1794 128.jpg RBC 114 225 254 358
1795 128.jpg RBC 528 635 209 301
1796 128.jpg RBC 309 416 95 187
1797 128.jpg RBC 343 443 93 173
1798 128.jpg RBC 444 544 55 135
1799 128.jpg RBC 2 131 187 312
1800 128.jpg RBC 96 201 362 467
1801 128.jpg RBC 423 520 309 398
1802 128.jpg RBC 491 613 368 480
1803 128.jpg RBC 181 299 134 231
1804 128.jpg RBC 289 401 353 452
1805 128.jpg RBC 1 83 24 135
1806 128.jpg WBC 270 416 192 326
1807 128.jpg Platelets 81 126 168 204
1808 129.jpg RBC 364 494 41 165
1809 129.jpg RBC 493 623 146 270
1810 129.jpg RBC 284 393 202 290
1811 129.jpg RBC 260 373 17 90
1812 129.jpg RBC 83 171 206 284
1813 129.jpg RBC 108 210 66 151
1814 129.jpg RBC 214 301 372 474
1815 129.jpg RBC 139 226 287 378
1816 129.jpg RBC 114 216 386 473
1817 129.jpg RBC 1 102 83 183
1818 129.jpg WBC 268 468 283 455
1819 129.jpg Platelets 248 278 59 88
1820 129.jpg Platelets 468 503 49 85
1821 130.jpg RBC 474 609 202 309
1822 130.jpg RBC 356 441 248 333
1823 130.jpg RBC 393 494 343 429
1824 130.jpg RBC 232 334 150 240
1825 130.jpg RBC 416 518 1 90
1826 130.jpg RBC 204 306 45 135
1827 130.jpg RBC 218 320 316 406
1828 130.jpg RBC 507 612 308 399
1829 130.jpg RBC 501 603 406 480
1830 130.jpg RBC 1 85 228 308
1831 130.jpg WBC 28 172 129 243
1832 131.jpg RBC 389 486 158 248
1833 131.jpg RBC 500 598 373 465
1834 131.jpg RBC 297 393 155 255
1835 131.jpg RBC 393 500 3 104
1836 131.jpg RBC 259 354 166 268
1837 131.jpg RBC 262 362 286 411
1838 131.jpg RBC 102 216 48 159
1839 131.jpg RBC 37 151 148 237
1840 131.jpg RBC 34 125 229 307
1841 131.jpg RBC 214 309 62 170
1842 131.jpg RBC 60 164 355 458
1843 131.jpg WBC 363 519 251 421
1844 132.jpg RBC 20 105 243 328
1845 132.jpg RBC 201 316 261 341
1846 132.jpg RBC 247 375 83 214
1847 132.jpg RBC 341 429 314 415
1848 132.jpg RBC 83 180 100 193
1849 132.jpg RBC 456 544 234 344
1850 132.jpg RBC 460 548 1 71
1851 132.jpg RBC 95 222 195 316
1852 132.jpg Platelets 42 185 345 480
1853 132.jpg Platelets 224 273 168 213
1854 132.jpg Platelets 345 396 198 239
1855 132.jpg Platelets 177 215 34 64
1856 132.jpg RBC 391 479 319 420
1857 132.jpg RBC 141 241 104 212
1858 133.jpg RBC 35 150 377 479
1859 133.jpg RBC 463 578 119 221
1860 133.jpg RBC 297 364 126 199
1861 133.jpg RBC 57 144 293 379
1862 133.jpg RBC 34 121 103 189
1863 133.jpg RBC 314 401 1 85
1864 133.jpg RBC 354 441 386 472
1865 133.jpg WBC 268 472 195 378
1866 133.jpg Platelets 142 175 53 80
1867 133.jpg RBC 158 281 273 378
1868 134.jpg RBC 199 291 69 173
1869 134.jpg RBC 1 92 117 221
1870 134.jpg RBC 80 214 1 122
1871 134.jpg RBC 195 292 171 287
1872 134.jpg RBC 205 304 404 479
1873 134.jpg RBC 101 226 324 437
1874 134.jpg RBC 467 566 135 236
1875 134.jpg RBC 521 640 198 319
1876 134.jpg RBC 374 475 201 303
1877 134.jpg RBC 306 429 378 480
1878 134.jpg RBC 348 461 47 155
1879 134.jpg Platelets 512 550 79 119
1880 134.jpg WBC 424 639 308 480
1881 135.jpg RBC 225 324 233 324
1882 135.jpg RBC 483 562 222 302
1883 135.jpg RBC 358 467 181 287
1884 135.jpg RBC 335 444 369 475
1885 135.jpg RBC 221 330 352 458
1886 135.jpg RBC 378 488 279 378
1887 135.jpg RBC 423 511 32 125
1888 135.jpg RBC 515 629 289 384
1889 135.jpg RBC 22 129 73 171
1890 135.jpg RBC 125 224 75 166
1891 135.jpg RBC 224 327 18 124
1892 135.jpg RBC 326 427 73 190
1893 135.jpg RBC 554 640 40 165
1894 135.jpg RBC 143 242 1 65
1895 135.jpg WBC 1 219 201 422
1896 136.jpg RBC 251 360 341 451
1897 136.jpg RBC 319 433 408 479
1898 136.jpg RBC 407 516 327 437
1899 136.jpg RBC 413 497 234 324
1900 136.jpg RBC 318 427 247 357
1901 136.jpg RBC 203 312 85 195
1902 136.jpg RBC 156 262 107 211
1903 136.jpg RBC 281 384 1 70
1904 136.jpg RBC 389 498 91 201
1905 136.jpg RBC 443 549 1 81
1906 136.jpg RBC 31 153 126 222
1907 136.jpg RBC 106 221 18 125
1908 136.jpg WBC 73 234 242 391
1909 137.jpg RBC 111 205 149 254
1910 137.jpg RBC 484 593 80 186
1911 137.jpg RBC 365 474 109 215
1912 137.jpg RBC 421 528 301 418
1913 137.jpg RBC 250 348 313 419
1914 137.jpg RBC 158 256 317 423
1915 137.jpg RBC 321 424 39 146
1916 137.jpg RBC 29 141 64 169
1917 137.jpg RBC 323 449 248 353
1918 137.jpg RBC 514 612 368 474
1919 137.jpg WBC 172 304 1 117
1920 138.jpg Platelets 200 238 249 294
1921 138.jpg WBC 339 514 42 207
1922 139.jpg RBC 41 137 272 371
1923 139.jpg RBC 46 152 335 438
1924 139.jpg RBC 193 299 330 433
1925 139.jpg RBC 206 312 252 355
1926 139.jpg RBC 156 241 251 340
1927 139.jpg RBC 415 517 191 283
1928 139.jpg RBC 505 633 172 264
1929 139.jpg RBC 176 277 93 192
1930 139.jpg RBC 1 98 112 227
1931 139.jpg RBC 20 149 12 115
1932 139.jpg RBC 536 640 67 183
1933 139.jpg RBC 487 615 386 472
1934 139.jpg RBC 349 453 306 422
1935 139.jpg WBC 262 543 1 217
1936 140.jpg RBC 388 478 157 262
1937 140.jpg RBC 266 373 385 480
1938 140.jpg RBC 359 466 363 458
1939 140.jpg RBC 306 428 274 380
1940 140.jpg RBC 56 178 296 402
1941 140.jpg RBC 104 200 176 279
1942 140.jpg RBC 386 514 4 122
1943 140.jpg RBC 449 541 389 480
1944 140.jpg RBC 425 513 252 364
1945 140.jpg RBC 230 331 1 72
1946 140.jpg WBC 170 411 57 290
1947 141.jpg RBC 201 314 223 322
1948 141.jpg RBC 1 89 252 357
1949 141.jpg RBC 203 292 336 441
1950 141.jpg RBC 507 624 293 422
1951 141.jpg RBC 464 577 76 175
1952 141.jpg RBC 6 141 33 169
1953 141.jpg RBC 106 188 229 325
1954 141.jpg RBC 196 289 146 221
1955 141.jpg WBC 211 338 4 132
1956 141.jpg Platelets 330 373 442 480
1957 142.jpg RBC 184 287 105 227
1958 142.jpg RBC 75 186 85 204
1959 142.jpg RBC 291 407 195 333
1960 142.jpg RBC 500 609 313 417
1961 142.jpg RBC 269 366 54 155
1962 142.jpg RBC 128 222 1 72
1963 142.jpg RBC 479 576 172 273
1964 142.jpg RBC 508 626 28 143
1965 142.jpg RBC 1 90 170 279
1966 142.jpg RBC 415 501 322 417
1967 142.jpg RBC 387 484 96 197
1968 142.jpg WBC 143 340 313 480
1969 143.jpg RBC 480 589 2 93
1970 143.jpg RBC 347 455 199 314
1971 143.jpg RBC 494 578 357 466
1972 143.jpg RBC 549 633 81 190
1973 143.jpg RBC 383 491 353 468
1974 143.jpg RBC 347 453 1 96
1975 143.jpg RBC 55 182 77 191
1976 143.jpg RBC 254 368 28 129
1977 143.jpg RBC 5 127 198 299
1978 143.jpg RBC 403 512 165 285
1979 143.jpg RBC 408 505 264 367
1980 143.jpg WBC 1 225 332 479
1981 143.jpg Platelets 509 555 182 223
1982 144.jpg RBC 166 266 180 287
1983 144.jpg RBC 33 133 127 234
1984 144.jpg RBC 557 640 150 272
1985 144.jpg RBC 244 337 17 107
1986 144.jpg RBC 17 111 1 68
1987 144.jpg WBC 253 387 275 392
1988 144.jpg WBC 404 538 107 224
1989 144.jpg Platelets 495 534 298 335
1990 145.jpg RBC 144 242 346 436
1991 145.jpg RBC 1 82 72 160
1992 145.jpg RBC 107 203 1 65
1993 145.jpg RBC 200 311 1 86
1994 145.jpg RBC 71 182 77 163
1995 145.jpg RBC 35 127 252 356
1996 145.jpg RBC 75 146 295 386
1997 145.jpg RBC 29 129 350 457
1998 145.jpg RBC 209 309 108 215
1999 145.jpg RBC 477 561 134 218
2000 145.jpg WBC 240 438 219 393
2001 146.jpg RBC 503 617 39 148
2002 146.jpg RBC 319 433 56 165
2003 146.jpg RBC 52 166 133 242
2004 146.jpg RBC 131 245 315 424
2005 146.jpg RBC 201 315 188 297
2006 146.jpg RBC 233 347 124 233
2007 146.jpg RBC 128 229 45 153
2008 146.jpg RBC 251 355 385 479
2009 146.jpg RBC 460 564 140 234
2010 146.jpg RBC 543 640 158 267
2011 146.jpg WBC 317 562 222 441
2012 147.jpg WBC 196 345 257 411
2013 147.jpg WBC 1 121 40 154
2014 147.jpg RBC 68 209 371 473
2015 147.jpg RBC 69 154 288 383
2016 147.jpg RBC 409 517 54 161
2017 147.jpg RBC 49 157 142 249
2018 147.jpg RBC 207 315 59 166
2019 147.jpg RBC 170 278 145 252
2020 147.jpg RBC 301 409 23 130
2021 147.jpg RBC 503 611 168 275
2022 147.jpg RBC 520 628 94 201
2023 147.jpg RBC 505 613 30 137
2024 147.jpg RBC 516 622 415 480
2025 147.jpg RBC 1 79 323 435
2026 147.jpg Platelets 520 555 377 413
2027 147.jpg Platelets 561 596 366 402
2028 147.jpg Platelets 353 388 434 470
2029 147.jpg Platelets 114 150 126 157
2030 147.jpg RBC 387 482 319 412
2031 147.jpg Platelets 502 537 310 346
2032 148.jpg WBC 255 430 1 160
2033 148.jpg RBC 224 316 177 272
2034 148.jpg RBC 328 431 290 391
2035 148.jpg RBC 203 306 308 409
2036 148.jpg RBC 1 107 281 404
2037 148.jpg RBC 143 250 118 241
2038 148.jpg RBC 1 70 98 217
2039 148.jpg RBC 1 82 185 272
2040 148.jpg RBC 89 171 243 330
2041 148.jpg RBC 129 246 409 480
2042 148.jpg RBC 166 269 221 322
2043 148.jpg RBC 119 220 1 68
2044 148.jpg RBC 192 272 1 60
2045 148.jpg RBC 387 491 167 266
2046 148.jpg RBC 441 505 195 267
2047 148.jpg RBC 553 639 181 285
2048 148.jpg RBC 534 620 228 332
2049 148.jpg RBC 553 639 362 480
2050 148.jpg RBC 553 640 1 104
2051 148.jpg RBC 462 583 58 190
2052 148.jpg RBC 385 501 75 181
2053 148.jpg RBC 266 388 328 450
2054 149.jpg RBC 379 486 136 246
2055 149.jpg RBC 474 581 168 278
2056 149.jpg RBC 388 495 300 410
2057 149.jpg RBC 266 373 331 441
2058 149.jpg RBC 201 308 361 471
2059 149.jpg RBC 19 141 297 404
2060 149.jpg RBC 359 495 21 124
2061 149.jpg RBC 1 92 58 159
2062 149.jpg RBC 219 355 33 136
2063 149.jpg RBC 133 240 281 391
2064 149.jpg RBC 505 612 328 438
2065 149.jpg RBC 487 594 1 105
2066 149.jpg RBC 11 138 406 480
2067 149.jpg WBC 174 357 130 313
2068 150.jpg RBC 167 289 298 410
2069 150.jpg RBC 1 104 295 398
2070 150.jpg RBC 443 547 49 152
2071 150.jpg RBC 395 499 71 174
2072 150.jpg RBC 337 451 110 239
2073 150.jpg RBC 187 313 141 254
2074 150.jpg RBC 93 198 1 95
2075 150.jpg RBC 186 299 52 154
2076 150.jpg RBC 313 421 1 85
2077 150.jpg RBC 285 379 263 355
2078 150.jpg RBC 291 391 326 417
2079 150.jpg RBC 291 391 376 467
2080 150.jpg RBC 409 509 388 479
2081 150.jpg RBC 74 179 296 409
2082 150.jpg WBC 482 640 268 453
2083 150.jpg Platelets 453 491 292 329
2084 150.jpg Platelets 247 280 7 50
2085 151.jpg RBC 1 89 260 378
2086 151.jpg RBC 72 182 105 229
2087 151.jpg RBC 340 429 215 318
2088 151.jpg RBC 206 320 247 330
2089 151.jpg RBC 287 409 311 412
2090 151.jpg RBC 167 289 348 449
2091 151.jpg RBC 351 447 6 103
2092 151.jpg RBC 404 532 86 171
2093 151.jpg RBC 450 562 374 480
2094 151.jpg RBC 435 562 259 362
2095 151.jpg RBC 23 142 377 480
2096 151.jpg RBC 160 256 10 107
2097 151.jpg RBC 509 605 147 244
2098 151.jpg RBC 474 571 1 77
2099 151.jpg WBC 187 394 44 265
2100 152.jpg RBC 339 429 83 166
2101 152.jpg RBC 283 374 42 129
2102 152.jpg RBC 285 383 181 287
2103 152.jpg RBC 187 285 217 310
2104 152.jpg RBC 401 512 170 279
2105 152.jpg RBC 496 609 219 336
2106 152.jpg RBC 438 540 261 375
2107 152.jpg RBC 530 632 99 213
2108 152.jpg RBC 62 164 217 331
2109 152.jpg RBC 1 77 154 266
2110 152.jpg RBC 160 272 99 211
2111 152.jpg RBC 344 449 1 58
2112 152.jpg RBC 452 557 1 58
2113 152.jpg RBC 185 276 429 480
2114 152.jpg WBC 247 436 295 449
2115 152.jpg Platelets 1 25 41 82
2116 153.jpg RBC 260 397 359 454
2117 153.jpg RBC 303 396 288 379
2118 153.jpg RBC 440 558 344 442
2119 153.jpg RBC 364 467 54 152
2120 153.jpg RBC 231 337 87 177
2121 153.jpg RBC 262 357 164 250
2122 153.jpg RBC 128 256 27 140
2123 153.jpg RBC 438 531 1 95
2124 153.jpg RBC 483 598 1 100
2125 153.jpg RBC 366 512 217 334
2126 153.jpg RBC 370 482 144 237
2127 153.jpg RBC 122 237 325 451
2128 153.jpg RBC 507 611 176 282
2129 153.jpg WBC 1 132 223 434
2130 154.jpg RBC 208 312 278 400
2131 154.jpg RBC 247 351 232 337
2132 154.jpg RBC 325 429 163 268
2133 154.jpg RBC 257 361 105 210
2134 154.jpg RBC 100 247 393 480
2135 154.jpg RBC 1 104 60 165
